Borda count

Preference Schedule:
Voter 1: Sayan, Jayadev, Vishal, Vishesh, Hardeep, Aditya, Somy, Govind, Sachin, Amrish
Voter 6073: Sachin, Vishesh, Amrish, Sayan, Jayadev, Aditya, Hardeep, Govind, Somy, Vishal
Voter 6074: Aditya, Vishesh, Vishal, Hardeep, Sayan, Sachin, Jayadev, Somy, Amrish, Govind
Voter 6075: Sachin, Sayan, Aditya, Govind, Jayadev, Vishesh, Vishal, Hardeep, Amrish, Somy
Voter 6076: Govind, Vishesh, Jayadev, Sayan, Vishal, Sachin, Hardeep, Amrish, Aditya, Somy
Voter 6077: Amrish, Sachin, Sayan, Somy, Aditya, Vishesh, Vishal, Govind, Jayadev, Hardeep
Voter 6078: Govind, Hardeep, Vishesh, Somy, Sayan, Sachin, Amrish, Aditya, Jayadev, Vishal
Voter 6079: Jayadev, Amrish, Vishal, Sayan, Govind, Sachin, Hardeep, Vishesh, Aditya, Somy
Voter 6080: Sachin, Somy, Jayadev, Vishal, Vishesh, Sayan, Hardeep, Amrish, Govind, Aditya
Voter 6081: Somy, Sayan, Govind, Sachin, Aditya, Vishesh, Amrish, Vishal, Hardeep, Jayadev
Voter 6082: Jayadev, Sayan, Sachin, Amrish, Aditya, Hardeep, Govind, Vishesh, Vishal, Somy
Voter 6083: Jayadev, Vishesh, Amrish, Hardeep, Sayan, Sachin, Vishal, Aditya, Somy, Govind
Voter 6084: Vishal, Sachin, Amrish, Jayadev, Aditya, Vishesh, Govind, Somy, Hardeep, Sayan
Voter 6085: Aditya, Sayan, Somy, Govind, Sachin, Amrish, Vishal, Vishesh, Jayadev, Hardeep
Voter 6086: Vishesh, Somy, Vishal, Aditya, Govind, Sachin, Jayadev, Amrish, Hardeep, Sayan
Voter 6087: Sachin, Aditya, Vishal, Govind, Vishesh, Sayan, Jayadev, Amrish, Somy, Hardeep
Voter 6088: Hardeep, Vishal, Aditya, Govind, Sayan, Sachin, Jayadev, Vishesh, Amrish, Somy
Voter 6089: Vishesh, Jayadev, Somy, Sachin, Hardeep, Amrish, Vishal, Aditya, Govind, Sayan
Voter 6090: Somy, Govind, Sayan, Vishesh, Amrish, Jayadev, Aditya, Hardeep, Sachin, Vishal
Voter 6091: Somy, Govind, Hardeep, Aditya, Jayadev, Sachin, Sayan, Vishesh, Vishal, Amrish
Voter 6092: Sachin, Vishal, Somy, Amrish, Govind, Vishesh, Sayan, Hardeep, Aditya, Jayadev
Voter 6093: Amrish, Aditya, Govind, Sachin, Vishesh, Jayadev, Vishal, Hardeep, Somy, Sayan
Voter 6094: Jayadev, Sachin, Aditya, Govind, Hardeep, Amrish, Somy, Sayan, Vishal, Vishesh
Voter 6095: Jayadev, Aditya, Govind, Amrish, Sachin, Somy, Sayan, Hardeep, Vishesh, Vishal
Voter 6096: Somy, Aditya, Vishesh, Jayadev, Govind, Sayan, Hardeep, Sachin, Vishal, Amrish
Voter 6097: Sayan, Somy, Jayadev, Sachin, Vishesh, Vishal, Aditya, Govind, Hardeep, Amrish
Voter 6098: Hardeep, Somy, Govind, Vishesh, Sayan, Sachin, Jayadev, Amrish, Vishal, Aditya
Voter 6099: Sayan, Jayadev, Vishesh, Aditya, Sachin, Govind, Vishal, Amrish, Somy, Hardeep
Voter 6100: Vishal, Somy, Vishesh, Sayan, Jayadev, Govind, Amrish, Sachin, Aditya, Hardeep
Voter 6101: Sayan, Vishal, Amrish, Sachin, Aditya, Somy, Vishesh, Govind, Hardeep, Jayadev
Voter 6102: Govind, Hardeep, Sayan, Aditya, Jayadev, Vishal, Sachin, Somy, Amrish, Vishesh
Voter 6103: Sachin, Vishal, Jayadev, Govind, Somy, Amrish, Hardeep, Vishesh, Sayan, Aditya
Voter 6104: Sayan, Govind, Hardeep, Jayadev, Sachin, Vishesh, Aditya, Amrish, Somy, Vishal
Voter 6105: Amrish, Aditya, Vishal, Sayan, Sachin, Hardeep, Vishesh, Jayadev, Govind, Somy
Voter 6106: Sachin, Hardeep, Govind, Aditya, Sayan, Jayadev, Vishesh, Vishal, Somy, Amrish
Voter 6107: Jayadev, Sachin, Somy, Hardeep, Vishesh, Sayan, Govind, Vishal, Aditya, Amrish
Voter 6108: Amrish, Somy, Govind, Vishal, Jayadev, Vishesh, Sayan, Sachin, Aditya, Hardeep
Voter 6109: Vishal, Sayan, Sachin, Aditya, Govind, Amrish, Vishesh, Somy, Hardeep, Jayadev
Voter 6110: Sayan, Hardeep, Aditya, Somy, Vishal, Vishesh, Govind, Sachin, Amrish, Jayadev
Voter 6111: Vishal, Aditya, Sayan, Vishesh, Govind, Sachin, Hardeep, Somy, Amrish, Jayadev
Voter 6112: Amrish, Vishal, Jayadev, Govind, Aditya, Hardeep, Vishesh, Somy, Sachin, Sayan
Voter 6113: Vishesh, Hardeep, Amrish, Sachin, Sayan, Govind, Aditya, Somy, Vishal, Jayadev
Voter 6114: Aditya, Vishal, Somy, Govind, Sayan, Jayadev, Sachin, Amrish, Vishesh, Hardeep
Voter 6115: Amrish, Vishal, Hardeep, Govind, Sayan, Jayadev, Vishesh, Somy, Aditya, Sachin
Voter 6116: Sayan, Somy, Vishesh, Amrish, Sachin, Govind, Hardeep, Aditya, Vishal, Jayadev
Voter 6117: Amrish, Vishesh, Govind, Vishal, Hardeep, Jayadev, Aditya, Sayan, Somy, Sachin
Voter 6118: Sayan, Jayadev, Aditya, Sachin, Amrish, Vishal, Vishesh, Somy, Hardeep, Govind
Voter 6119: Somy, Govind, Aditya, Vishesh, Jayadev, Hardeep, Sachin, Vishal, Amrish, Sayan
Voter 6120: Vishesh, Vishal, Aditya, Sayan, Jayadev, Somy, Hardeep, Govind, Amrish, Sachin
Voter 6121: Vishal, Govind, Sachin, Aditya, Amrish, Sayan, Vishesh, Jayadev, Hardeep, Somy
Voter 6122: Somy, Aditya, Hardeep, Amrish, Jayadev, Vishal, Sayan, Sachin, Vishesh, Govind
Voter 6123: Jayadev, Vishal, Sachin, Somy, Vishesh, Aditya, Amrish, Govind, Sayan, Hardeep
Voter 6124: Somy, Sayan, Vishal, Vishesh, Hardeep, Sachin, Govind, Jayadev, Amrish, Aditya
Voter 6125: Amrish, Hardeep, Vishal, Govind, Sayan, Aditya, Sachin, Jayadev, Somy, Vishesh
Voter 6126: Vishesh, Sachin, Sayan, Aditya, Vishal, Somy, Amrish, Govind, Hardeep, Jayadev
Voter 6127: Vishesh, Somy, Vishal, Govind, Aditya, Sachin, Hardeep, Amrish, Jayadev, Sayan
Voter 6128: Govind, Jayadev, Vishal, Aditya, Sachin, Sayan, Somy, Hardeep, Vishesh, Amrish
Voter 6129: Vishal, Vishesh, Sachin, Amrish, Jayadev, Hardeep, Aditya, Sayan, Somy, Govind
Voter 6130: Hardeep, Sayan, Aditya, Amrish, Jayadev, Govind, Sachin, Somy, Vishal, Vishesh
Voter 6131: Aditya, Somy, Sachin, Amrish, Jayadev, Hardeep, Vishal, Govind, Vishesh, Sayan
Voter 6132: Sachin, Hardeep, Aditya, Jayadev, Sayan, Amrish, Somy, Govind, Vishesh, Vishal
Voter 6133: Vishesh, Vishal, Amrish, Govind, Jayadev, Hardeep, Aditya, Sayan, Somy, Sachin
Voter 6134: Vishesh, Govind, Somy, Jayadev, Sayan, Amrish, Sachin, Hardeep, Aditya, Vishal
Voter 6135: Sayan, Sachin, Somy, Jayadev, Govind, Vishesh, Vishal, Aditya, Amrish, Hardeep
Voter 6136: Hardeep, Govind, Vishal, Aditya, Jayadev, Sayan, Sachin, Vishesh, Somy, Amrish
Voter 6137: Vishesh, Jayadev, Vishal, Sayan, Sachin, Aditya, Hardeep, Somy, Govind, Amrish
Voter 6138: Amrish, Vishesh, Somy, Aditya, Govind, Hardeep, Sachin, Jayadev, Sayan, Vishal
Voter 6139: Amrish, Hardeep, Govind, Vishal, Sayan, Jayadev, Sachin, Aditya, Vishesh, Somy
Voter 6140: Govind, Vishal, Somy, Jayadev, Hardeep, Sachin, Sayan, Amrish, Vishesh, Aditya
Voter 6141: Jayadev, Hardeep, Sayan, Amrish, Govind, Somy, Sachin, Vishesh, Aditya, Vishal
Voter 6142: Somy, Amrish, Vishesh, Aditya, Hardeep, Sayan, Govind, Vishal, Sachin, Jayadev
Voter 6143: Hardeep, Sayan, Vishesh, Vishal, Jayadev, Aditya, Amrish, Sachin, Govind, Somy
Voter 6144: Amrish, Sachin, Govind, Hardeep, Jayadev, Sayan, Somy, Vishal, Vishesh, Aditya
Voter 6145: Amrish, Vishesh, Sachin, Hardeep, Vishal, Jayadev, Govind, Sayan, Aditya, Somy
Voter 6146: Hardeep, Somy, Jayadev, Vishesh, Amrish, Govind, Vishal, Aditya, Sayan, Sachin
Voter 6147: Hardeep, Sachin, Somy, Sayan, Vishal, Amrish, Vishesh, Govind, Aditya, Jayadev
Voter 6148: Sayan, Somy, Amrish, Sachin, Govind, Aditya, Hardeep, Vishesh, Vishal, Jayadev
Voter 6149: Vishesh, Sayan, Sachin, Somy, Jayadev, Govind, Aditya, Hardeep, Vishal, Amrish
Voter 6150: Govind, Sachin, Somy, Aditya, Sayan, Vishesh, Amrish, Hardeep, Jayadev, Vishal
Voter 6151: Sachin, Sayan, Vishesh, Jayadev, Govind, Amrish, Somy, Vishal, Hardeep, Aditya
Voter 6152: Somy, Sayan, Vishal, Sachin, Aditya, Hardeep, Amrish, Vishesh, Jayadev, Govind
Voter 6153: Vishal, Sayan, Jayadev, Vishesh, Somy, Govind, Sachin, Hardeep, Amrish, Aditya
Voter 6154: Amrish, Govind, Hardeep, Sachin, Vishal, Aditya, Jayadev, Sayan, Vishesh, Somy
Voter 6155: Vishesh, Vishal, Jayadev, Somy, Aditya, Hardeep, Sachin, Govind, Amrish, Sayan
Voter 6156: Aditya, Sayan, Vishal, Sachin, Somy, Jayadev, Amrish, Hardeep, Vishesh, Govind
Voter 6157: Sayan, Govind, Amrish, Vishal, Sachin, Somy, Aditya, Vishesh, Hardeep, Jayadev
Voter 6158: Govind, Amrish, Sayan, Vishesh, Hardeep, Aditya, Vishal, Jayadev, Sachin, Somy
Voter 6159: Aditya, Amrish, Hardeep, Sayan, Vishal, Vishesh, Somy, Govind, Jayadev, Sachin
Voter 6160: Vishal, Amrish, Govind, Hardeep, Vishesh, Jayadev, Somy, Aditya, Sachin, Sayan
Voter 6161: Sayan, Aditya, Hardeep, Vishal, Amrish, Somy, Jayadev, Sachin, Govind, Vishesh
Voter 6162: Govind, Somy, Vishal, Sachin, Jayadev, Vishesh, Hardeep, Aditya, Sayan, Amrish
Voter 6163: Jayadev, Sachin, Sayan, Govind, Vishesh, Aditya, Vishal, Somy, Amrish, Hardeep
Voter 6164: Somy, Amrish, Sachin, Sayan, Jayadev, Vishesh, Govind, Vishal, Hardeep, Aditya
Voter 6165: Jayadev, Somy, Sachin, Govind, Aditya, Hardeep, Vishesh, Sayan, Vishal, Amrish
Voter 6166: Amrish, Govind, Aditya, Jayadev, Somy, Vishesh, Vishal, Sachin, Hardeep, Sayan
Voter 6167: Govind, Amrish, Sachin, Vishesh, Somy, Jayadev, Hardeep, Aditya, Vishal, Sayan
Voter 6168: Somy, Vishal, Jayadev, Hardeep, Amrish, Vishesh, Sachin, Sayan, Govind, Aditya
Voter 6169: Jayadev, Vishesh, Vishal, Sachin, Sayan, Govind, Somy, Aditya, Amrish, Hardeep
Voter 6170: Govind, Hardeep, Sachin, Vishal, Somy, Jayadev, Vishesh, Sayan, Aditya, Amrish
Voter 6171: Amrish, Jayadev, Hardeep, Sachin, Sayan, Aditya, Somy, Govind, Vishal, Vishesh
Voter 6172: Vishesh, Sachin, Vishal, Sayan, Aditya, Jayadev, Hardeep, Somy, Govind, Amrish
Voter 6173: Amrish, Vishal, Sayan, Hardeep, Jayadev, Aditya, Sachin, Vishesh, Somy, Govind
Voter 6174: Sachin, Aditya, Hardeep, Amrish, Vishesh, Vishal, Somy, Jayadev, Sayan, Govind
Voter 6175: Sachin, Jayadev, Vishesh, Somy, Govind, Amrish, Vishal, Hardeep, Aditya, Sayan
Voter 6176: Somy, Amrish, Aditya, Govind, Vishesh, Jayadev, Hardeep, Sachin, Sayan, Vishal
Voter 6177: Sachin, Sayan, Somy, Vishal, Jayadev, Amrish, Govind, Hardeep, Aditya, Vishesh
Voter 6178: Govind, Aditya, Sayan, Vishal, Vishesh, Somy, Amrish, Jayadev, Sachin, Hardeep
Voter 6179: Hardeep, Amrish, Govind, Aditya, Sachin, Vishal, Jayadev, Sayan, Vishesh, Somy
Voter 6180: Sayan, Vishesh, Sachin, Amrish, Aditya, Vishal, Jayadev, Somy, Govind, Hardeep
Voter 6181: Hardeep, Somy, Aditya, Govind, Jayadev, Vishesh, Amrish, Sayan, Sachin, Vishal
Voter 6182: Hardeep, Vishal, Sayan, Vishesh, Somy, Amrish, Aditya, Sachin, Govind, Jayadev
Voter 6183: Aditya, Amrish, Somy, Sachin, Govind, Vishesh, Sayan, Hardeep, Vishal, Jayadev
Voter 6184: Sachin, Sayan, Hardeep, Amrish, Vishesh, Govind, Aditya, Jayadev, Somy, Vishal
Voter 6185: Aditya, Jayadev, Somy, Vishal, Sayan, Govind, Vishesh, Amrish, Hardeep, Sachin
Voter 6186: Hardeep, Jayadev, Sachin, Amrish, Somy, Govind, Vishesh, Sayan, Aditya, Vishal
Voter 6187: Sayan, Aditya, Amrish, Vishesh, Jayadev, Somy, Sachin, Vishal, Govind, Hardeep
Voter 6188: Amrish, Sachin, Vishal, Govind, Aditya, Jayadev, Vishesh, Hardeep, Somy, Sayan
Voter 6189: Amrish, Aditya, Somy, Vishal, Vishesh, Jayadev, Sayan, Hardeep, Sachin, Govind
Voter 6190: Aditya, Govind, Jayadev, Hardeep, Sayan, Sachin, Vishesh, Vishal, Amrish, Somy
Voter 6191: Govind, Jayadev, Somy, Hardeep, Sayan, Amrish, Aditya, Vishesh, Vishal, Sachin
Voter 6192: Vishal, Hardeep, Govind, Vishesh, Sayan, Aditya, Sachin, Jayadev, Amrish, Somy
Voter 6193: Vishal, Sachin, Govind, Amrish, Somy, Vishesh, Aditya, Jayadev, Sayan, Hardeep
Voter 6194: Amrish, Govind, Hardeep, Sayan, Vishal, Sachin, Somy, Vishesh, Aditya, Jayadev
Voter 6195: Amrish, Aditya, Govind, Vishal, Sachin, Sayan, Hardeep, Vishesh, Somy, Jayadev
Voter 6196: Aditya, Somy, Govind, Amrish, Hardeep, Sayan, Sachin, Vishal, Jayadev, Vishesh
Voter 6197: Vishal, Sayan, Somy, Aditya, Vishesh, Govind, Hardeep, Amrish, Jayadev, Sachin
Voter 6198: Sayan, Aditya, Vishesh, Sachin, Somy, Hardeep, Vishal, Amrish, Jayadev, Govind
Voter 6199: Vishesh, Hardeep, Somy, Sachin, Aditya, Amrish, Sayan, Jayadev, Govind, Vishal
Voter 6200: Aditya, Sachin, Vishesh, Somy, Sayan, Jayadev, Hardeep, Vishal, Govind, Amrish
Voter 6201: Vishal, Hardeep, Govind, Jayadev, Somy, Aditya, Sayan, Vishesh, Sachin, Amrish
Voter 6202: Sayan, Hardeep, Aditya, Jayadev, Amrish, Somy, Vishal, Sachin, Vishesh, Govind
Voter 6203: Amrish, Somy, Hardeep, Govind, Aditya, Vishesh, Jayadev, Sachin, Vishal, Sayan
Voter 6204: Govind, Vishesh, Hardeep, Sachin, Aditya, Amrish, Sayan, Somy, Jayadev, Vishal
Voter 6205: Somy, Sayan, Amrish, Vishal, Hardeep, Govind, Vishesh, Jayadev, Aditya, Sachin
Voter 6206: Somy, Hardeep, Vishesh, Vishal, Sachin, Amrish, Aditya, Sayan, Govind, Jayadev
Voter 6207: Sachin, Govind, Sayan, Vishal, Somy, Vishesh, Hardeep, Amrish, Jayadev, Aditya
Voter 6208: Govind, Somy, Vishal, Amrish, Jayadev, Vishesh, Sachin, Sayan, Hardeep, Aditya
Voter 6209: Somy, Jayadev, Hardeep, Sayan, Vishesh, Amrish, Vishal, Govind, Sachin, Aditya
Voter 6210: Somy, Amrish, Vishal, Sachin, Govind, Hardeep, Vishesh, Sayan, Aditya, Jayadev
Voter 6211: Jayadev, Amrish, Aditya, Somy, Govind, Hardeep, Vishesh, Sachin, Vishal, Sayan
Voter 6212: Sayan, Jayadev, Vishal, Govind, Vishesh, Aditya, Amrish, Somy, Sachin, Hardeep
Voter 6213: Vishal, Govind, Aditya, Sachin, Hardeep, Somy, Jayadev, Amrish, Vishesh, Sayan
Voter 6214: Somy, Hardeep, Jayadev, Vishesh, Amrish, Sayan, Govind, Aditya, Sachin, Vishal
Voter 6215: Vishesh, Sayan, Sachin, Vishal, Aditya, Jayadev, Amrish, Hardeep, Somy, Govind
Voter 6216: Sayan, Amrish, Jayadev, Vishesh, Hardeep, Somy, Sachin, Govind, Vishal, Aditya
Voter 6217: Jayadev, Aditya, Somy, Vishal, Hardeep, Amrish, Vishesh, Sachin, Govind, Sayan
Voter 6218: Sachin, Vishesh, Jayadev, Vishal, Aditya, Govind, Hardeep, Sayan, Somy, Amrish
Voter 6219: Vishal, Sayan, Vishesh, Hardeep, Amrish, Somy, Sachin, Jayadev, Aditya, Govind
Voter 6220: Sayan, Hardeep, Aditya, Somy, Govind, Vishesh, Sachin, Amrish, Jayadev, Vishal
Voter 6221: Sayan, Sachin, Vishal, Somy, Jayadev, Amrish, Govind, Vishesh, Aditya, Hardeep
Voter 6222: Vishal, Jayadev, Aditya, Somy, Amrish, Hardeep, Sayan, Govind, Vishesh, Sachin
Voter 6223: Aditya, Sachin, Hardeep, Govind, Vishal, Vishesh, Sayan, Somy, Amrish, Jayadev
Voter 6224: Hardeep, Vishal, Somy, Govind, Aditya, Sayan, Sachin, Vishesh, Amrish, Jayadev
Voter 6225: Amrish, Sayan, Sachin, Hardeep, Aditya, Govind, Jayadev, Vishal, Vishesh, Somy
Voter 6226: Govind, Amrish, Vishal, Sayan, Somy, Hardeep, Vishesh, Aditya, Sachin, Jayadev
Voter 6227: Sayan, Amrish, Aditya, Jayadev, Vishal, Hardeep, Vishesh, Sachin, Govind, Somy
Voter 6228: Somy, Sayan, Jayadev, Hardeep, Vishesh, Sachin, Amrish, Vishal, Aditya, Govind
Voter 6229: Govind, Jayadev, Aditya, Vishesh, Amrish, Vishal, Hardeep, Sachin, Somy, Sayan
Voter 6230: Amrish, Jayadev, Vishal, Sachin, Aditya, Sayan, Govind, Somy, Hardeep, Vishesh
Voter 6231: Somy, Sachin, Amrish, Govind, Jayadev, Vishal, Sayan, Hardeep, Vishesh, Aditya
Voter 6232: Jayadev, Somy, Sayan, Vishesh, Hardeep, Sachin, Vishal, Aditya, Amrish, Govind
Voter 6233: Amrish, Sachin, Govind, Sayan, Vishal, Vishesh, Aditya, Jayadev, Somy, Hardeep
Voter 6234: Jayadev, Aditya, Vishal, Hardeep, Vishesh, Govind, Somy, Sachin, Amrish, Sayan
Voter 6235: Aditya, Vishal, Hardeep, Govind, Amrish, Vishesh, Sayan, Somy, Jayadev, Sachin
Voter 6236: Amrish, Sachin, Sayan, Vishesh, Somy, Aditya, Govind, Hardeep, Vishal, Jayadev
Voter 6237: Somy, Hardeep, Govind, Sachin, Vishesh, Vishal, Aditya, Jayadev, Sayan, Amrish
Voter 6238: Aditya, Somy, Sayan, Govind, Vishal, Sachin, Amrish, Jayadev, Vishesh, Hardeep
Voter 6239: Hardeep, Aditya, Amrish, Sayan, Sachin, Vishesh, Jayadev, Somy, Vishal, Govind
Voter 6240: Somy, Sachin, Aditya, Sayan, Govind, Hardeep, Vishal, Vishesh, Amrish, Jayadev
Voter 6241: Somy, Vishesh, Amrish, Jayadev, Sayan, Govind, Vishal, Aditya, Sachin, Hardeep
Voter 6242: Hardeep, Aditya, Vishesh, Sayan, Jayadev, Vishal, Govind, Amrish, Somy, Sachin
Voter 6243: Vishal, Sayan, Sachin, Jayadev, Hardeep, Vishesh, Govind, Aditya, Amrish, Somy
Voter 6244: Amrish, Hardeep, Aditya, Vishesh, Sayan, Vishal, Jayadev, Somy, Govind, Sachin
Voter 6245: Somy, Vishal, Govind, Aditya, Vishesh, Amrish, Sachin, Jayadev, Sayan, Hardeep
Voter 6246: Sachin, Somy, Vishal, Vishesh, Jayadev, Govind, Amrish, Hardeep, Sayan, Aditya
Voter 6247: Vishal, Somy, Sachin, Sayan, Jayadev, Amrish, Govind, Vishesh, Aditya, Hardeep
Voter 6248: Jayadev, Govind, Hardeep, Somy, Vishal, Sayan, Aditya, Amrish, Sachin, Vishesh
Voter 6249: Vishesh, Somy, Sachin, Jayadev, Vishal, Sayan, Hardeep, Aditya, Govind, Amrish
Voter 6250: Jayadev, Sachin, Hardeep, Aditya, Vishal, Amrish, Somy, Sayan, Govind, Vishesh
Voter 6251: Sachin, Sayan, Amrish, Govind, Somy, Jayadev, Vishal, Vishesh, Aditya, Hardeep
Voter 6252: Vishesh, Vishal, Amrish, Jayadev, Govind, Somy, Sachin, Hardeep, Aditya, Sayan
Voter 6253: Vishal, Govind, Sachin, Vishesh, Jayadev, Amrish, Somy, Hardeep, Aditya, Sayan
Voter 6254: Hardeep, Somy, Sayan, Aditya, Amrish, Sachin, Jayadev, Vishesh, Govind, Vishal
Voter 6255: Hardeep, Vishal, Govind, Amrish, Sachin, Vishesh, Sayan, Aditya, Somy, Jayadev
Voter 6256: Somy, Amrish, Sachin, Hardeep, Sayan, Vishal, Govind, Aditya, Vishesh, Jayadev
Voter 6257: Aditya, Somy, Vishesh, Jayadev, Sayan, Amrish, Hardeep, Govind, Sachin, Vishal
Voter 6258: Hardeep, Aditya, Sachin, Somy, Govind, Vishesh, Amrish, Vishal, Jayadev, Sayan
Voter 6259: Somy, Sayan, Aditya, Vishal, Amrish, Vishesh, Sachin, Govind, Jayadev, Hardeep
Voter 6260: Amrish, Jayadev, Sachin, Hardeep, Aditya, Vishal, Somy, Govind, Vishesh, Sayan
Voter 6261: Hardeep, Vishal, Aditya, Govind, Sayan, Amrish, Sachin, Vishesh, Jayadev, Somy
Voter 6262: Sachin, Jayadev, Vishal, Hardeep, Govind, Sayan, Amrish, Aditya, Vishesh, Somy
Voter 6263: Sayan, Hardeep, Amrish, Vishal, Somy, Jayadev, Govind, Vishesh, Aditya, Sachin
Voter 6264: Somy, Vishesh, Amrish, Aditya, Hardeep, Vishal, Sachin, Jayadev, Govind, Sayan
Voter 6265: Vishal, Somy, Vishesh, Aditya, Sachin, Amrish, Govind, Jayadev, Sayan, Hardeep
Voter 6266: Sayan, Jayadev, Amrish, Govind, Sachin, Hardeep, Vishesh, Aditya, Vishal, Somy
Voter 6267: Vishesh, Somy, Aditya, Hardeep, Vishal, Sayan, Sachin, Jayadev, Amrish, Govind
Voter 6268: Hardeep, Vishal, Jayadev, Govind, Aditya, Sayan, Sachin, Vishesh, Amrish, Somy
Voter 6269: Vishesh, Somy, Hardeep, Govind, Vishal, Jayadev, Sachin, Aditya, Sayan, Amrish
Voter 6270: Vishal, Aditya, Sachin, Govind, Amrish, Sayan, Jayadev, Somy, Vishesh, Hardeep
Voter 6271: Sachin, Somy, Aditya, Vishal, Jayadev, Hardeep, Sayan, Govind, Vishesh, Amrish
Voter 6272: Hardeep, Amrish, Govind, Somy, Sayan, Sachin, Vishal, Aditya, Vishesh, Jayadev
Voter 6273: Govind, Vishal, Jayadev, Vishesh, Somy, Aditya, Amrish, Hardeep, Sachin, Sayan
Voter 6274: Vishesh, Vishal, Aditya, Govind, Amrish, Sayan, Sachin, Jayadev, Somy, Hardeep
Voter 6275: Vishal, Vishesh, Sachin, Jayadev, Amrish, Govind, Aditya, Sayan, Hardeep, Somy
Voter 6276: Vishesh, Somy, Sayan, Aditya, Govind, Amrish, Vishal, Jayadev, Hardeep, Sachin
Voter 6277: Sachin, Vishal, Vishesh, Hardeep, Jayadev, Somy, Amrish, Sayan, Aditya, Govind
Voter 6278: Sachin, Sayan, Aditya, Hardeep, Govind, Somy, Jayadev, Amrish, Vishesh, Vishal
Voter 6279: Vishesh, Sachin, Amrish, Vishal, Hardeep, Sayan, Jayadev, Aditya, Somy, Govind
Voter 6280: Aditya, Sayan, Hardeep, Govind, Vishal, Amrish, Somy, Jayadev, Sachin, Vishesh
Voter 6281: Sachin, Aditya, Jayadev, Sayan, Vishal, Hardeep, Vishesh, Amrish, Govind, Somy
Voter 6282: Hardeep, Sachin, Vishesh, Jayadev, Sayan, Govind, Amrish, Vishal, Somy, Aditya
Voter 6283: Sayan, Vishal, Hardeep, Govind, Amrish, Vishesh, Aditya, Jayadev, Sachin, Somy
Voter 6284: Hardeep, Sayan, Somy, Vishesh, Vishal, Aditya, Sachin, Amrish, Govind, Jayadev
Voter 6285: Somy, Jayadev, Vishal, Hardeep, Vishesh, Aditya, Amrish, Govind, Sayan, Sachin
Voter 6286: Sachin, Jayadev, Govind, Vishesh, Sayan, Somy, Aditya, Amrish, Hardeep, Vishal
Voter 6287: Amrish, Sayan, Vishal, Sachin, Hardeep, Jayadev, Somy, Vishesh, Aditya, Govind
Voter 6288: Aditya, Vishal, Sayan, Jayadev, Vishesh, Somy, Hardeep, Amrish, Sachin, Govind
Voter 6289: Jayadev, Sayan, Hardeep, Govind, Amrish, Somy, Sachin, Aditya, Vishesh, Vishal
Voter 6290: Sachin, Hardeep, Jayadev, Amrish, Sayan, Vishesh, Aditya, Somy, Vishal, Govind
Voter 6291: Govind, Vishal, Aditya, Hardeep, Vishesh, Somy, Sayan, Jayadev, Sachin, Amrish
Voter 6292: Govind, Jayadev, Hardeep, Vishal, Sachin, Somy, Vishesh, Sayan, Aditya, Amrish
Voter 6293: Somy, Govind, Hardeep, Jayadev, Sachin, Sayan, Vishal, Amrish, Aditya, Vishesh
Voter 6294: Vishesh, Sayan, Somy, Amrish, Vishal, Jayadev, Sachin, Hardeep, Govind, Aditya
Voter 6295: Hardeep, Vishal, Somy, Aditya, Sayan, Vishesh, Jayadev, Sachin, Govind, Amrish
Voter 6296: Vishal, Hardeep, Aditya, Sayan, Sachin, Amrish, Govind, Jayadev, Vishesh, Somy
Voter 6297: Sayan, Vishesh, Sachin, Hardeep, Vishal, Jayadev, Somy, Aditya, Amrish, Govind
Voter 6298: Somy, Govind, Hardeep, Amrish, Vishesh, Sayan, Vishal, Aditya, Sachin, Jayadev
Voter 6299: Aditya, Jayadev, Hardeep, Amrish, Somy, Vishal, Sayan, Govind, Vishesh, Sachin
Voter 6300: Vishal, Sachin, Aditya, Hardeep, Amrish, Vishesh, Somy, Jayadev, Sayan, Govind
Voter 6301: Amrish, Hardeep, Vishesh, Sayan, Somy, Sachin, Govind, Jayadev, Vishal, Aditya
Voter 6302: Aditya, Amrish, Jayadev, Sayan, Sachin, Govind, Vishesh, Vishal, Somy, Hardeep
Voter 6303: Jayadev, Sayan, Amrish, Somy, Aditya, Vishesh, Vishal, Sachin, Hardeep, Govind
Voter 6304: Aditya, Vishesh, Somy, Hardeep, Sachin, Sayan, Govind, Vishal, Amrish, Jayadev
Voter 6305: Aditya, Somy, Govind, Vishesh, Amrish, Sayan, Hardeep, Sachin, Vishal, Jayadev
Voter 6306: Hardeep, Vishal, Sayan, Amrish, Govind, Aditya, Vishesh, Jayadev, Sachin, Somy
Voter 6307: Govind, Amrish, Aditya, Vishesh, Vishal, Hardeep, Sachin, Jayadev, Sayan, Somy
Voter 6308: Vishal, Sachin, Govind, Somy, Hardeep, Aditya, Jayadev, Sayan, Amrish, Vishesh
Voter 6309: Amrish, Govind, Somy, Vishesh, Hardeep, Jayadev, Aditya, Sachin, Vishal, Sayan
Voter 6310: Vishal, Hardeep, Jayadev, Govind, Vishesh, Amrish, Somy, Sachin, Aditya, Sayan
Voter 6311: Amrish, Vishesh, Somy, Vishal, Jayadev, Aditya, Hardeep, Govind, Sachin, Sayan
Voter 6312: Amrish, Sachin, Aditya, Sayan, Hardeep, Jayadev, Vishesh, Somy, Vishal, Govind
